Month;Phase;Site;Section;Poecilia_vivipara;Astyanax_bimaculatus;Cichlasoma_orientale;Serrapinnus_heterodon;Oreochromis_niloticus;Hoplias_malabaricus;Steindachnerina_notonota;Phenacogaster_calverti;Compsura_heterura;Astyanax_fasciatus;Serrapinnus_piaba;Hemigrammus_spp;Prochilodus_brevis;Hypostomus_spp;Trachelyopterus_galeatus;Crenicichla_menezesi;Characidum_bimaculatum;Leporinus_piau;Parotocinclus_cearensis
jun_2019;flowing;S4;50_100;0;0.035490358;0.001075465;0.004301862;0;0.003226396;0;0.002150931;0.002150931;0.003226396;0.003226396;0;0;0;0;0;0;0;0
jun_2019;flowing;S4;50_100;0.016131981;0.004301862;0;0.018282912;0;0;0;0.010754654;0.002150931;0.003226396;0.002150931;0;0;0;0;0;0;0;0
jun_2019;flowing;S4;100_150;0;0;0;0.002150931;0;0;0;0.003226396;0.002150931;0.010754654;0.001075465;0;0;0;0;0;0;0;0
jun_2019;flowing;S4;100_150;0.001075465;0;0;0.018282912;0;0;0;0.007528258;0.006452792;0.010754654;0.015056516;0;0;0;0;0;0;0;0
jun_2019;flowing;S4;100_150;0;0;0;0.004301862;0;0;0;0.018282912;0.003226396;0.005377327;0.002150931;0;0;0;0;0;0.001075465;0;0
jun_2019;flowing;S4;150_200;0.011830119;0;0;0.005377327;0;0;0;0;0.021509308;0.022584774;0.017207447;0;0;0;0;0;0;0;0
jun_2019;flowing;S4;150_200;0.002150931;0.002150931;0;0.009679189;0;0;0.001075465;0.002150931;0.043018616;0.032263962;0.050546874;0.001075465;0;0;0;0;0.001075465;0;0
jun_2019;flowing;S4;150_200;0;0.001075465;0;0.005377327;0;0;0;0.007528258;0.001075465;0.020433843;0.003226396;0;0;0;0;0;0.001075465;0;0
jun_2019;flowing;S6;0_50;0;0;0;0.02919708;0;0;0;0;0;0.00486618;0.04379562;0;0;0;0;0;0;0;0
jun_2019;flowing;S6;0_50;0;0;0;0;0;0;0;0;0.00973236;0.02919708;0.00486618;0;0;0;0;0;0;0;0
jun_2019;flowing;S6;0_50;0;0.00973236;0;0.00486618;0;0;0;0;0.02919708;0.03406326;0.0243309;0.00486618;0;0;0;0;0;0;0
jun_2019;flowing;S6;50_100;0.00973236;0.00486618;0;0.0243309;0;0;0;0;0.170316302;0.072992701;0.102189781;0.00486618;0;0;0;0;0;0;0
jun_2019;flowing;S6;50_100;0.00486618;0.00973236;0;0.0243309;0;0;0;0.02919708;0.058394161;0.063260341;0.02919708;0.01459854;0;0;0;0;0;0;0
jun_2019;flowing;S6;50_100;0.01459854;0;0;0.00486618;0;0;0;0;0.00486618;0.082725061;0.00486618;0;0;0;0;0;0;0;0
jun_2019;flowing;S6;100_150;0.0243309;0.01459854;0;0.102189781;0;0;0;0;0.121654501;0.02919708;0.063260341;0;0;0.01459854;0;0;0;0;0
jun_2019;flowing;S6;100_150;0.102189781;0.00486618;0;0.121654501;0.00486618;0;0;0.082725061;0.121654501;0.189781022;0.063260341;0.01946472;0;0;0;0;0;0;0
jun_2019;flowing;S6;100_150;0;0.00486618;0;0.170316302;0;0;0;0.097323601;0.058394161;0.175182482;0.058394161;0.00486618;0;0;0;0;0;0;0
jun_2019;flowing;S6;150_200;0.0486618;0.01459854;0;0.01459854;0;0;0;0;0.04379562;0.053527981;0.0486618;0;0;0.058394161;0;0;0;0;0
jun_2019;flowing;S6;150_200;0.01459854;0.00486618;0;0.03406326;0;0;0;0;0.01459854;0.0486618;0.01459854;0;0;0;0;0;0;0;0
jun_2019;flowing;S6;150_200;0;0;0;0.0243309;0.00486618;0;0;0;0;0.01946472;0;0.00973236;0;0.00486618;0;0;0;0;0
jun_2019;flowing;S5;0_50;0;0;0;0.003230329;0;0;0;0.003230329;0.001292132;0.008398855;0.000646066;0.002584263;0;0;0;0;0;0;0
jun_2019;flowing;S5;0_50;0;0;0;0.008398855;0;0;0;0.002584263;0.005168526;0.001938197;0.010337053;0.001938197;0;0;0;0;0;0;0
jun_2019;flowing;S5;0_50;0;0.000646066;0;0.018089842;0;0;0;0.001938197;0.001938197;0.007752789;0.012921316;0.007106724;0;0;0;0;0;0;0
jun_2019;flowing;S5;50_100;0;0;0;0.032949355;0.000646066;0;0;0.003876395;0.008398855;0.021320171;0.021966237;0.001938197;0;0;0;0;0;0;0
jun_2019;flowing;S5;50_100;0;0.001938197;0;0.027780829;0;0;0;0.002584263;0.01227525;0.015505579;0.016151645;0.002584263;0;0;0;0;0;0;0
jun_2019;flowing;S5;50_100;0;0.000646066;0;0.025842631;0;0;0;0;0.008398855;0.001938197;0.009690987;0.003876395;0;0;0;0;0;0;0
jun_2019;flowing;S5;100_150;0;0;0;0.012921316;0;0;0;0.001938197;0.010337053;0.010983118;0.005814592;0.003876395;0;0;0;0;0;0;0
jun_2019;flowing;S5;100_150;0;0;0;0.029719026;0;0;0;0.002584263;0.007752789;0.00452246;0.018089842;0.003230329;0;0;0;0;0;0;0
jun_2019;flowing;S5;100_150;0;0;0;0.005814592;0;0;0;0.002584263;0.008398855;0.008398855;0.015505579;0.001938197;0;0;0;0;0;0;0
jun_2019;flowing;S5;150_200;0;0;0;0;0;0;0;0;0;0.000646066;0.001292132;0.001938197;0;0;0;0;0;0;0
jun_2019;flowing;S5;150_200;0.001292132;0;0;0.003230329;0;0;0;0.001292132;0.007752789;0.009690987;0.016151645;0.003230329;0;0;0;0;0;0;0
jun_2019;flowing;S5;150_200;0;0;0;0.018735908;0;0;0;0;0.006460658;0.006460658;0.015505579;0.001938197;0;0;0;0;0;0;0
jan_2020;non_flowing;S1;0_50;0;0.001612461;0;0.062885983;0;0;0.001612461;0.008062305;0.024186916;0;0.280568231;0;0;0;0;0;0.001612461;0;0
jan_2020;non_flowing;S1;0_50;0;0;0.001612461;0.040311527;0;0.001612461;0;0;0.01451215;0.004837383;0.083847977;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S1;0_50;0.009674767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S1;50_100;0;0;0;0.001612461;0;0;0;0;0;0;0.003224922;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S1;50_100;0;0;0;0.009674767;0;0;0;0;0;0;0.016124611;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S1;50_100;0;0;0;0.012899689;0;0;0;0;0;0;0.008062305;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S1;150_200;0;0;0;0.032605152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;0_50;0.000674992;0;0;0.013499831;0;0;0;0;0.008099899;0;0.016199798;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;0_50;0;0;0;0.02159973;0;0;0;0;0.005399933;0;0.020249747;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;0_50;0;0.000674992;0;0.018224772;0;0;0;0.001349983;0.004049949;0;0.004049949;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;50_100;0;0;0;0.008099899;0;0;0;0;0.000674992;0;0.002024975;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;50_100;0;0;0;0.01282484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;50_100;0;0;0;0.01282484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;100_150;0;0;0;0.048599393;0;0;0;0;0;0.000674992;0.005399933;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;100_150;0;0;0;0.060749241;0;0;0;0.001349983;0;0;0.016199798;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;100_150;0;0;0;0.032399595;0;0;0;0;0;0;0.009449882;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;150_200;0;0;0;0.068174148;0;0;0;0;0.001349983;0;0.011474857;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;150_200;0;0;0;0.006749916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S3;150_200;0.000674992;0;0;0.003374958;0;0;0;0;0;0.002024975;0.001349983;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S4;0_50;0.035087719;0;0;0.21754386;0.014035088;0;0.077192982;0;0;0;0.287719298;0;0;0.007017544;0;0;0;0;0
jan_2020;non_flowing;S4;0_50;0.014035088;0;0;0.189473684;0;0;0.014035088;0;0;0;0.329824561;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S4;0_50;0.007017544;0;0;0.140350877;0;0;0.035087719;0;0;0;0.357894737;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S4;50_100;0.070175439;0;0;0.154385965;0.021052632;0;0;0;0.014035088;0;0.428070175;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S4;50_100;0.028070175;0;0;0.014035088;0.007017544;0;0;0;0;0;0.007017544;0;0;0;0.007017544;0;0;0;0
jan_2020;non_flowing;S4;50_100;0.021052632;0;0;0.007017544;0.035087719;0;0.007017544;0;0;0;0.021052632;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;0_50;0;0;0;0.044274809;0;0;0;0;0;0.010687023;0.00610687;0.001526718;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;0_50;0.004580153;0;0.001526718;0.080916031;0;0;0;0.003053435;0.001526718;0.007633588;0.016793893;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;0_50;0;0;0;0.236641221;0;0;0;0.018320611;0;0.035114504;0.015267176;0.003053435;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;50_100;0;0;0;0.009160305;0;0;0;0.003053435;0.001526718;0.01221374;0.013740458;0.001526718;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;50_100;0.003053435;0;0;0;0;0;0;0;0;0.009160305;0.007633588;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;50_100;0.001526718;0.003053435;0;0.155725191;0;0;0;0;0;0.004580153;0.015267176;0;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;100_150;0.006674082;0;0.002224694;0.133481646;0;0.002224694;0;0.022246941;0.111234705;0.013348165;0.084538376;0.017797553;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;100_150;0;0.002224694;0;0.533926585;0;0;0;0.002224694;0.060066741;0.013348165;0.028921023;0.100111235;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;100_150;0;0;0;0.137931034;0;0;0;0.013348165;0.028921023;0.017797553;0.008898776;0.115684093;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;150_200;0;0;0;0.115684093;0;0;0;0.002224694;0.008898776;0.008898776;0.022246941;0.053392659;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;150_200;0;0;0;0.329254727;0;0;0;0.011123471;0.066740823;0.013348165;0.017797553;0.066740823;0;0;0;0;0;0;0
jan_2020;non_flowing;S5;150_200;0;0;0;0.867630701;0.0378198;0;0;0.022246941;0.0378198;0;0.084538376;0.04894327;0;0;0;0;0;0;0
